LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,DaysPastDue,OriginalValue,CreditScore,Term,Mo_Term,Mo_Payment,Rem_Term,Seasoning,Bad
4755,26612.04,10.6,534.15,0,33198,608,72,35,534.15,66,-0.89,0
4756,29008.83,10.94,578.85,0,28425,619,72,42,578.85,67,-0.60,0
4757,16712.9,10.6,332.11,0,20550,612,72,36,332.11,67,-0.86,0
4759,17606.22,13.35,440.35,0,15418,624,60,18,440.35,53,-1.94,0
4760,21922.97,10.24,429.06,0,19282,596,72,36,429.06,67,-0.86,0
4761,24998.32,10.22,474.54,79,24982,627,72,71,474.54,70,0.01,0
4762,17735.07,13.31,371.32,18,13942,606,72,42,371.32,68,-0.62,0
4763,22008.27,13.25,466.69,0,23545,581,72,36,466.69,67,-0.86,0
4764,15770.41,12.23,326.09,0,17033,637,72,40,326.09,67,-0.68,0
4765,13604.91,10.38,267.82,0,11527,645,72,48,267.82,67,-0.40,0
4766,22767.21,10.23,447.74,0,18956,580,72,36,447.74,67,-0.86,0
4767,16490.84,15,362.56,0,14340,527,72,43,362.56,68,-0.58,0
4768,24386.18,12.21,522.68,0,19977,622,72,59,522.68,64,-0.08,0
4769,21454.69,12,443.24,0,21239,604,72,35,443.24,67,-0.91,0
4770,12191.13,13,343.84,0,11244,571,50,36,343.84,45,-0.25,0
4771,26612.53,15,578.86,18,25341,553,72,36,578.86,69,-0.92,0
4772,16675.4,12.32,345.62,0,18423,591,72,36,345.62,67,-0.86,0
4773,9614.39,13.7,239.78,0,7212,575,60,59,239.78,54,0.08,0
4774,12020.89,10.6,239.58,0,12714,641,72,36,239.58,67,-0.86,0
4775,15070.83,16.59,347.19,0,13894,656,72,42,347.19,67,-0.60,0
4777,11530.36,12,331.68,0,12404,677,48,42,331.68,43,-0.02,0
4778,15407.94,10.34,303.84,0,16507,645,72,53,303.84,67,-0.26,0
4779,15050.48,12.36,312.57,0,14192,627,72,36,312.57,67,-0.86,0
4780,17609.88,12.21,358.4,18,13904,633,72,53,358.40,68,-0.28,0
4781,17281.67,15.32,387.85,0,14294,564,72,82,387.85,66,0.20,0
4782,26698.46,13.2,571.42,0,23163,529,72,41,571.42,66,-0.61,0
4783,18560.39,12.29,383.02,0,14542,609,72,42,383.02,67,-0.60,0
4784,14168.38,13.38,301.8,0,13912,591,72,59,301.80,67,-0.14,0
4785,13795.35,13.39,293.73,0,12223,600,72,47,293.73,67,-0.43,0
4786,16497.22,12,341.86,0,13725,621,72,47,341.86,66,-0.40,0
4787,18734.91,13.05,394.25,3,17278,612,72,146,394.25,67,0.54,0
4788,19598.15,10.26,387.17,0,19872,657,72,72,387.17,67,0.07,0
4789,13913.33,10,264.2,53,11525,570,72,72,264.20,70,0.03,0
4790,16949.26,12.2,351.49,0,13685,707,72,72,351.49,67,0.07,0
4791,24741.91,11.5,503.08,0,22700,581,72,72,503.08,67,0.07,0
4792,20269.15,11.94,415.85,0,21525,657,72,72,415.85,67,0.07,0
4793,19721.63,10.27,395.46,0,20388,661,72,72,395.46,65,0.10,0
4794,10264.02,10.1,233.88,0,9791,581,72,72,233.88,55,0.24,0
4795,15319.61,12.35,317.77,0,12661,647,72,72,317.77,67,0.07,0
4796,11645.04,10.45,230.33,0,11154,639,72,72,230.33,67,0.07,0
4797,18765.7,14,405.84,0,17554,617,72,72,405.84,67,0.07,0
4798,17166.28,13,362.17,0,15553,592,72,72,362.17,67,0.07,0
4799,14063.07,15.4,313.52,18,17209,575,72,61,313.52,67,-0.10,0
4800,13954.77,10.37,275.51,0,11810,658,72,72,275.51,67,0.07,0
4801,19592.95,12.3,484.39,0,19384,642,61,72,484.39,53,0.26,0
4802,18953.23,12.28,392.75,0,16432,666,72,74,392.75,67,0.09,0
4803,27134.78,12.2,557.81,0,20772,613,72,72,557.81,67,0.07,0
4804,20434.72,10.17,401.14,0,17186,668,72,72,401.14,67,0.07,0
4805,19805.69,12.27,410.76,0,20800,533,72,72,410.76,67,0.07,0
4871,23369.52,10.39,461.09,0,20458,617,72,52,461.09,67,-0.29,0
4872,30383.47,12.19,668.19,0,23829,622,66,72,668.19,61,0.15,0
4873,13852,12.39,286.8,0,12074,655,72,72,286.80,67,0.07,0
4874,16524.47,12.22,347.82,0,14204,599,70,72,347.82,65,0.10,0
4875,21959.51,10,430.99,0,19171,563,72,60,430.99,67,-0.12,0
4876,29309.29,12.12,605.69,0,32308,664,72,72,605.69,67,0.07,0
4877,13651.26,10.38,269.58,0,15085,614,72,72,269.58,67,0.07,0
4878,27744.5,10.19,542.86,0,22983,645,72,74,542.86,67,0.09,0
4879,25168.52,10,492.27,0,27447,660,72,72,492.27,67,0.07,0
4880,27664.06,14,586.03,17,31934,506,72,72,586.03,69,0.04,0
4881,11610.72,18,275.81,0,8328,618,72,72,275.81,67,0.07,0
4882,16785.66,10.6,332.99,0,15068,603,72,72,332.99,67,0.07,0
4883,19409.97,10.6,385.14,0,15900,614,72,72,385.14,67,0.07,0
4884,17986.82,10.2,352.66,0,18230,587,72,72,352.66,67,0.07,0
4885,18779.34,12,537.43,0,15322,612,48,72,537.43,43,0.40,0
4886,21107.76,11.25,426.43,0,22925,603,72,72,426.43,67,0.07,0
4887,19294.23,13.28,412.9,0,16797,572,72,72,412.90,66,0.08,0
4888,14171.81,10.37,274.25,16,13130,591,72,72,274.25,69,0.04,0
4889,15984.9,15.36,347.99,44,12499,511,72,72,347.99,70,0.03,0
4890,18362.76,12,379.62,0,17221,575,72,72,379.62,66,0.08,0
4891,18500.94,12.29,383.7,0,15032,614,72,72,383.70,67,0.07,0
4892,16464.46,12,338.92,0,15697,692,72,72,338.92,67,0.07,0
4893,16306.35,13.33,345.83,0,14059,639,72,60,345.83,67,-0.12,0
4894,17271.06,10,338.02,0,18326,701,72,72,338.02,67,0.07,0
4895,33702.56,12.16,696.74,0,28358,680,72,72,696.74,67,0.07,0
4896,24075.67,13.22,512.22,0,19693,605,72,60,512.22,67,-0.12,0
4897,15101.33,16.11,411.24,0,19177,628,72,72,411.24,51,0.29,0
4899,28000.64,12.19,579.73,0,22714,589,72,72,579.73,67,0.07,0
4900,47477.84,15.08,1051.11,0,36758,640,72,72,1051.11,67,0.07,0
4901,11347.45,13.48,242.48,0,12266,632,72,72,242.48,67,0.07,0
4902,14259.86,15,348.27,0,21026,486,64,72,348.27,58,0.19,0
4903,19681.1,12.27,406.26,0,16202,644,72,72,406.26,67,0.07,0
4904,13332.69,12.27,275.5,0,14316,614,72,73,275.50,67,0.08,0
4905,16270.16,10.32,319.63,0,13434,649,72,72,319.63,67,0.07,0
4906,12852.84,12.28,259.87,15,12210,547,72,72,259.87,69,0.04,0
4907,19044.48,12.28,396.5,0,20864,624,72,72,396.50,66,0.08,0
4908,18854.29,15.3,411.66,13,18504,584,72,73,411.66,69,0.05,0
4909,24834.39,10.21,487.39,0,19823,598,72,48,487.39,67,-0.40,0
4910,24750.21,12.21,520.86,0,18735,645,72,72,520.86,65,0.10,0
4911,8610.84,12,180.78,0,10637,642,72,72,180.78,65,0.10,0
4912,13762.35,11.38,278.78,0,10870,573,72,72,278.78,67,0.07,0
4913,44342.93,12.6,924.97,0,36437,655,72,72,924.97,67,0.07,0
4915,36796.69,10,711.34,18,26559,656,72,72,711.34,68,0.06,0
4916,12834.82,12,333.2,0,10230,607,54,67,333.20,49,0.27,0
4917,3510.89,12,253.79,40,11528,636,72,72,253.79,15,0.79,0
4918,18251.16,13.3,387.81,0,13701,611,72,72,387.81,67,0.07,0
4919,16840.73,12.32,343.12,12,13385,594,72,72,343.12,69,0.04,0
4920,32669,12.16,674.98,0,30008,650,72,72,674.98,67,0.07,0
4921,12414.11,12.43,258.71,0,9888,630,72,54,258.71,67,-0.24,0
4922,27785.56,12.2,565.55,12,25454,561,72,72,565.55,68,0.06,0
4923,22284.3,12.24,461.39,0,21986,620,72,72,461.39,67,0.07,0
4924,14852.72,12.36,303.89,12,16478,641,72,72,303.89,68,0.06,0
4925,14800.41,13.24,314.6,0,12651,561,72,72,314.60,67,0.07,0
4926,23190.39,13.24,476.96,40,17058,542,72,72,476.96,70,0.03,0
4927,20127.96,13.27,418.81,12,15729,613,72,72,418.81,69,0.04,0
4928,31369.99,12.17,646.95,0,24019,632,72,72,646.95,67,0.07,0
4929,12273.33,10.42,241.91,0,10629,575,72,72,241.91,67,0.07,0
4930,28452.77,12.13,585.01,0,26255,608,72,72,585.01,67,0.07,0
4931,22198.01,12.15,484.29,0,22253,636,72,72,484.29,62,0.14,0
4932,14316.55,10.36,282.59,0,11444,711,72,60,282.59,67,-0.12,0
4933,18085.76,12.3,374.87,0,18526,722,72,42,374.87,67,-0.60,0
4934,13189.95,13.41,281.99,0,10983,632,72,72,281.99,67,0.07,0
4935,40131.73,12.09,833.34,0,36998,556,72,72,833.34,66,0.08,0
4936,18776.15,11.28,380.29,0,14211,665,72,72,380.29,67,0.07,0
4937,17937.41,13.3,381.24,0,14021,643,72,72,381.24,67,0.07,0
4938,8510.75,12.2,202.54,0,7412,694,60,60,202.54,55,0.08,0
4939,38838.75,13.8,819.61,11,29923,544,72,72,819.61,69,0.04,0
4940,13413.01,10.69,310.16,0,11625,718,60,72,310.16,55,0.24,0
4941,34904.02,12.15,720.39,0,30175,531,72,72,720.39,67,0.07,0
4942,19408.44,12.28,402.09,0,20218,556,72,72,402.09,67,0.07,0
4943,12581.73,10.4,253.79,0,13247,598,72,72,253.79,65,0.10,0
4944,15793.01,12,325.32,0,16239,645,72,72,325.32,67,0.07,0
4945,16434.25,12.33,339.75,0,15454,609,72,36,339.75,67,-0.86,0
4946,22410.64,12.24,462.26,0,17072,584,72,36,462.26,67,-0.86,0
4947,24681.11,12.21,514.39,0,19044,662,72,42,514.39,66,-0.57,0
4948,12355.32,13.7,264.42,0,11798,565,72,36,264.42,67,-0.86,0
4949,19591.91,10.2,385.07,0,13501,619,72,48,385.07,67,-0.40,0
4950,38678.2,10.7,769.87,0,31425,623,72,36,769.87,67,-0.86,0
4951,11318.4,11.2,228.13,0,13325,638,72,48,228.13,67,-0.40,0
4952,10475.71,11.96,215.19,0,10150,676,72,42,215.19,67,-0.60,0
4953,16816.36,12.32,348.5,0,16151,648,72,36,348.50,67,-0.86,0
4954,12046.15,12.3,245.97,10,11731,562,72,36,245.97,68,-0.89,0
4955,28002.07,12.2,557.09,70,27802,582,72,44,557.09,71,-0.61,0
4956,9609.93,13.8,295.1,0,11129,607,46,48,295.10,41,0.15,0
4957,25344.27,12.04,505.02,53,21629,643,72,36,505.02,70,-0.94,0
4958,11126.21,13.48,238.87,0,11467,595,72,48,238.87,66,-0.38,0
4960,21633.8,12.25,442.81,10,20304,634,72,60,442.81,68,-0.13,0
4961,20036,12.27,415.3,0,19363,629,72,48,415.30,67,-0.40,0
4962,27145.59,13.2,575.25,0,21138,597,72,38,575.25,67,-0.76,0
4963,17636.55,10.3,347.06,0,17105,594,72,48,347.06,67,-0.40,0
4964,16477.98,12,333.44,10,13911,612,72,48,333.44,68,-0.42,0
4965,23912.12,13.7,517,0,18243,681,72,70,517.00,66,0.06,0
4966,13600.85,10.1,385.98,0,18350,732,48,24,385.98,42,-0.75,0
4967,17619.31,10.49,347.42,0,16104,621,72,42,347.42,67,-0.60,0
4968,23550.45,12.85,495.51,0,27150,648,72,48,495.51,67,-0.40,0
4969,18906.59,12.28,395.58,0,18332,601,72,48,395.58,66,-0.38,0
4970,11145.47,10.66,306.03,0,15009,612,48,48,306.03,44,0.08,0
4971,16381.31,13.33,344.95,9,14529,664,72,60,344.95,68,-0.13,0
4972,25912.35,14.22,541.75,99,24567,554,72,72,541.75,71,0.01,0
4973,18231.25,12,374.34,0,15286,609,72,72,374.34,67,0.07,0
4974,25539.11,15.03,616,0,25449,567,72,72,616.00,59,0.18,0
4975,15563.72,13,332.68,0,12892,660,72,72,332.68,66,0.08,0
4976,24175.93,15.23,538.8,0,24287,626,72,72,538.80,67,0.07,0
4977,15405.16,18,406.16,19,13695,573,60,72,406.16,57,0.21,0
4978,16511.44,11.92,337.54,0,22428,632,72,72,337.54,67,0.07,0
4979,19896.24,12.7,414.04,0,17887,687,72,72,414.04,67,0.07,0
4980,26736.12,12.84,562.04,0,22450,662,72,72,562.04,67,0.07,0
4981,10803.51,10.42,213.52,0,10600,623,72,72,213.52,67,0.07,0
4982,11397.58,10.58,314.97,0,31688,631,51,72,314.97,44,0.39,0
4983,13492.19,12,273.25,8,12944,542,72,72,273.25,68,0.06,0
4984,26043.7,11,503.28,34,23934,458,72,72,503.28,70,0.03,0
4985,14965.88,12.36,311.03,0,13638,545,72,72,311.03,67,0.07,0
4986,28807.18,13.19,610.56,0,31560,571,72,72,610.56,67,0.07,0
4987,28504.8,10.18,560.97,0,35104,617,72,72,560.97,67,0.07,0
4988,13896.06,12.39,283.73,6,11953,542,72,72,283.73,69,0.04,0
4989,14375.31,12,295.35,0,12320,637,72,72,295.35,67,0.07,0
4990,22434.12,12,461,0,25640,601,72,62,461.00,67,-0.08,0
4991,26190.71,18,617.26,0,21917,638,72,72,617.26,68,0.06,0
4992,17709.09,13.7,437.27,0,12708,656,60,54,437.27,55,-0.02,0
5061,16769.95,11,347.48,0,14925,650,72,72,347.48,64,0.11,0
5062,20300.62,12.88,426.6,0,19693,675,72,60,426.60,67,-0.12,0
5063,10743.75,10.83,249.09,0,11150,629,60,72,249.09,55,0.24,0
5064,20562.74,12.26,419.37,0,26098,576,72,72,419.37,68,0.06,0
5065,20411.57,12.04,428.44,0,20390,558,72,72,428.44,65,0.10,0
5066,16160.55,12.33,335.25,0,15022,579,72,72,335.25,67,0.07,0
5067,18181.19,12,374.35,0,18002,668,72,72,374.35,67,0.07,0
5068,25967.02,12.21,536.51,0,29627,660,72,73,536.51,67,0.08,0
5069,16697.75,10.31,329.31,0,15168,470,72,72,329.31,67,0.07,0
5070,21462.34,12,441.84,0,18394,598,72,72,441.84,67,0.07,0
5071,22852.57,12.24,464.76,5,18081,580,72,72,464.76,69,0.04,0
5073,16494,21,496.99,109,6182,440,50,72,496.99,50,0.31,0
5074,13222.07,12.2,317.44,0,13358,654,60,72,317.44,54,0.25,0
5076,10474,21,354.23,158,2483,518,42,72,354.23,42,0.42,1
5077,21407.61,13.8,451.53,16,22550,658,72,72,451.53,69,0.04,0
5078,17067.88,11.7,349.34,0,14047,629,72,72,349.34,67,0.07,0
5079,32039.78,12.11,660.89,0,29593,561,72,72,660.89,67,0.07,0
5080,12767.67,10.41,252.28,0,11102,752,72,72,252.28,67,0.07,0
5081,19287.55,12.28,399.63,0,19541,640,72,63,399.63,67,-0.06,0
5082,17156.97,15,388.54,0,16779,542,72,72,388.54,65,0.10,0
5083,23117.17,10.22,458.73,0,29713,549,72,72,458.73,66,0.08,0
5084,13539.91,13,286.09,0,15485,641,72,72,286.09,67,0.07,0
5085,15175.58,12,351.85,0,14041,634,62,72,351.85,57,0.21,0
5086,12299.04,21,425.15,104,6911,515,42,72,425.15,41,0.43,0
5090,11877.12,21,438.99,2,7761,559,42,60,438.99,37,0.38,0
5091,37379.65,23,1102,0,36636,583,60,72,1102.00,55,0.24,0
5093,19736.55,12.6,412.25,0,30050,635,72,65,412.25,67,-0.03,0
5094,11892.16,12,241.31,3,12029,575,72,72,241.31,68,0.06,0
5095,13450.94,15.27,300.58,0,10804,589,72,72,300.58,67,0.07,0
5096,14029.79,12.38,291.41,0,13667,650,72,55,291.41,67,-0.22,0
5097,15109.13,10.23,297.24,0,15240,613,72,72,297.24,67,0.07,0
5098,19439.79,11,384.18,3,17292,631,72,72,384.18,68,0.06,0
5099,27122.44,12,547.09,3,20325,594,72,72,547.09,69,0.04,0
5101,13316.74,21,451.13,0,5621,595,48,72,451.13,42,0.42,0
5103,13604.78,21,476.22,120,4659,521,42,60,476.22,40,0.33,0
5105,12766.19,21,367.08,0,5810,507,60,72,367.08,54,0.25,0
5106,19227.07,11.56,391.05,0,19226,648,72,72,391.05,67,0.07,0
5107,16172.18,15.7,364.29,0,13275,645,72,72,364.29,67,0.07,0
5108,16926.65,13.32,360.8,0,12409,577,72,48,360.80,67,-0.40,0
5109,16283.44,10.05,319.15,0,14827,636,72,42,319.15,67,-0.60,0
5110,24018.18,13.23,498.73,3,19093,584,72,42,498.73,69,-0.64,0
5112,14186.91,18,382.62,0,10084,599,60,36,382.62,55,-0.53,0
5114,23627.8,10,455.72,0,19326,593,72,48,455.72,68,-0.42,0
5115,17141.32,12.31,352.25,0,24125,627,72,38,352.25,68,-0.79,0
5116,25109.94,12.21,519.54,0,18550,668,72,36,519.54,67,-0.86,0
5118,25357.89,14.8,569.77,0,21977,553,72,36,569.77,65,-0.81,0
5119,14011.55,13.7,344.88,0,9881,605,60,42,344.88,55,-0.31,0
5120,10502.75,13.28,219.61,0,9168,624,72,42,219.61,68,-0.62,0
5121,16955.59,10.5,335.67,0,16064,616,72,36,335.67,67,-0.86,0
5122,20933.25,11.03,420.08,0,18176,622,72,42,420.08,67,-0.60,0
5123,20789.33,10.25,402.87,0,15243,644,72,48,402.87,68,-0.42,0
5124,24357.12,10,470.96,0,19182,611,72,36,470.96,68,-0.89,0
5125,11415.8,18,271.42,0,19792,604,72,42,271.42,67,-0.60,0
5126,15389.88,13.7,331.55,0,11520,659,72,36,331.55,66,-0.83,0
5127,13211.11,18,313.63,0,12121,565,72,36,313.63,67,-0.86,0
5128,25883.17,11.6,527.12,0,17367,665,72,36,527.12,67,-0.86,0
5129,31895.76,10,623.69,0,21073,654,72,48,623.69,67,-0.40,0
5130,18907.95,11.67,381.13,0,21800,617,72,40,381.13,68,-0.70,0
5131,19599.87,11.86,396.19,0,16900,594,72,36,396.19,68,-0.89,0
5132,12129.56,12.44,249.66,0,12297,648,72,60,249.66,68,-0.13,0
5133,18330.96,10,354.35,0,13100,622,72,36,354.35,68,-0.89,0
5134,17374.45,10,336.04,0,16786,595,72,48,336.04,68,-0.42,0
5135,26416.37,12,537.34,0,21523,507,72,36,537.34,68,-0.89,0
5136,19298.34,10,374.27,0,18579,577,72,72,374.27,68,0.06,0
5156,25968.42,12.87,545.06,0,25926,708,72,72,545.06,67,0.07,0
5157,22885.8,10,441.87,0,20520,592,72,72,441.87,68,0.06,0
5158,10279.03,10,198.3,0,10012,633,72,48,198.30,68,-0.42,0
5159,22185.56,12.24,454.38,0,18649,586,72,72,454.38,68,0.06,0
5160,11707.5,13.7,254.58,0,8914,600,72,72,254.58,66,0.08,0
5161,35779.25,11.7,715.96,0,35250,596,72,72,715.96,69,0.04,0
5162,18172.85,13.09,384.45,0,14379,765,72,72,384.45,67,0.07,0
5164,24705.29,10.21,480.45,0,36131,691,72,72,480.45,68,0.06,0
5165,23275.8,12,474.13,0,19623,627,72,72,474.13,68,0.06,0
5166,29192.66,18,683.58,10,23243,647,72,70,683.58,69,0.01,0
5167,13336.35,21,451.51,0,7964,466,48,48,451.51,42,0.13,0
5168,12836,21,434.12,158,7832,512,42,72,434.12,42,0.42,1
5169,12632.92,21,359.62,0,4579,542,60,72,359.62,55,0.24,0
5172,14921.97,21,494.89,0,13234,488,48,72,494.89,43,0.40,0
5173,16325.29,10.33,340.49,3,16650,662,66,73,340.49,62,0.15,0
5174,12629.9,10.1,288.97,0,10741,698,72,72,288.97,55,0.24,0
5175,13304.61,11.3,266.49,0,12139,643,72,72,266.49,68,0.06,0
5176,18561.17,11.07,372.07,0,15291,688,72,72,372.07,67,0.07,0
5177,15407.41,14,329.59,0,12548,500,72,66,329.59,68,-0.03,0
5178,19322.83,12,392.73,0,17940,628,72,72,392.73,68,0.06,0
5179,29870.72,13,621.17,0,29221,504,72,72,621.17,68,0.06,0
5180,8722.03,12.2,208.22,0,6869,663,60,56,208.22,55,0.02,0
5181,42571.15,15.8,960.3,0,37952,664,72,72,960.30,67,0.07,0
5182,15075.71,21,489.84,18,5032,488,48,72,489.84,45,0.38,0
5184,27026.18,12.2,552.67,0,26717,638,72,72,552.67,68,0.06,0
5185,12498.84,13.44,262.35,0,11700,560,72,72,262.35,68,0.06,0
5186,16365.22,12,383.26,0,17367,617,60,72,383.26,56,0.22,0
5187,22184.9,12.24,454.33,0,17451,640,72,72,454.33,68,0.06,0
5188,12720.58,13,260.35,19,11395,612,72,72,260.35,70,0.03,0
5189,20759.21,12,486.15,0,15875,654,60,72,486.15,56,0.22,0
5190,21321.97,12.28,470.55,0,16898,576,65,72,470.55,61,0.15,0
5191,16416.92,11,384.64,0,13707,651,60,72,384.64,54,0.25,0
5192,19368.74,10,374.65,0,12241,704,72,72,374.65,68,0.06,0
5193,11221.91,10.71,220.82,0,13425,615,72,72,220.82,68,0.06,0
5194,22851.1,11.6,460.21,0,21175,636,72,63,460.21,68,-0.08,0
5195,4025.29,10,380.62,0,16444,656,72,72,380.62,11,0.85,0
5196,16411,13.33,345.29,0,13879,692,72,72,345.29,68,0.06,0
5197,26585.87,13,564.44,0,20314,637,72,72,564.44,66,0.08,0
5198,23387.69,12.23,478.58,0,18779,616,72,72,478.58,68,0.06,0
5199,14680.62,12,298.72,0,12351,588,72,72,298.72,68,0.06,0
5202,26033.73,21.2,665.54,0,18457,602,72,72,665.54,67,0.07,0
5203,14486,21,426.56,72,8892,539,52,72,426.56,52,0.28,0
5205,12971.38,21,442.23,113,4316,571,42,73,442.23,42,0.42,0
5206,15779.11,11.11,362.27,0,14650,614,60,72,362.27,56,0.22,0
5207,17206.93,13.11,359.86,0,13725,655,72,72,359.86,68,0.06,0
5208,11264.58,10.71,221.57,0,11291,656,72,72,221.57,68,0.06,0
5209,17947.77,18.53,429.93,0,16269,590,72,72,429.93,68,0.06,0
5210,13796.54,12.21,284.21,0,21100,644,72,72,284.21,67,0.07,0
5211,13402.56,10.39,264.17,0,13473,676,72,60,264.17,67,-0.12,0
5212,13535.4,10.26,263.06,0,19492,652,72,72,263.06,68,0.06,0
5213,19676.95,13,410.74,0,17513,519,72,72,410.74,68,0.06,0
5214,11138.54,14,238.4,0,10426,622,72,72,238.40,68,0.06,0
5215,15047.32,11.76,310.2,0,12523,678,72,60,310.20,66,-0.10,0
5216,16899.44,11.5,338.49,0,15650,630,72,72,338.49,68,0.06,0
5217,19923.02,12,403.5,0,15840,627,72,72,403.50,68,0.06,0
5218,26596.31,12.2,542.01,0,29367,666,72,72,542.01,68,0.06,0
5219,12862.7,13.7,294.09,0,13809,648,66,72,294.09,61,0.15,0
5220,11670.31,13.8,284.44,0,10828,678,72,72,284.44,56,0.22,0
5221,13125.95,10.47,361.51,0,11650,592,48,72,361.51,44,0.39,0
5222,30221.44,12.94,628.31,0,24075,619,72,72,628.31,68,0.06,0
5223,20451.31,10.7,430.96,0,23575,586,72,72,430.96,62,0.14,0
5224,16985.07,13.37,407.59,0,16751,589,60,72,407.59,56,0.22,0
5225,13172.94,10,301.98,0,11554,647,60,72,301.98,54,0.25,0
5226,11372.61,12.2,334.27,0,11676,690,60,72,334.27,42,0.42,0
5227,24627.4,13.7,619.08,0,25164,583,60,72,619.08,53,0.26,0
5228,36018.38,12.7,753.86,0,27490,757,72,72,753.86,67,0.07,0
5229,11620.68,13.23,236.91,0,10257,649,72,72,236.91,71,0.01,0
5230,17634.09,10.52,370.05,0,16550,607,66,48,370.05,62,-0.29,0
5231,15291.5,12.35,312.52,0,15433,595,72,72,312.52,68,0.06,0
5232,19555.71,15,429.85,0,17182,675,72,72,429.85,68,0.06,0
5233,12812.89,13.7,309.81,0,10013,587,60,72,309.81,56,0.22,0
5234,14998.31,10,336.41,0,16211,680,60,72,336.41,56,0.22,0
5235,9503.39,18,227.3,0,6850,582,72,72,227.30,66,0.08,0
5236,18467.39,10.4,386.22,0,20157,667,66,72,386.22,62,0.14,0
5238,24850.3,14.14,609.01,0,26469,602,60,63,609.01,56,0.11,0
5239,15920.81,10.6,361.77,0,16462,643,60,72,361.77,56,0.22,0
5241,15403.97,15,338.08,0,14649,560,72,72,338.08,68,0.06,0
5242,17817.23,12.3,366.25,0,16812,583,72,72,366.25,68,0.06,0
5243,28854.7,23,757.04,25,27554,612,72,72,757.04,69,0.04,0
5244,32704.43,13.7,694.94,0,35160,658,72,72,694.94,68,0.06,0
5267,13124.37,16.66,303.01,0,10788,674,72,72,303.01,67,0.07,0
5268,15080.2,10,291.76,0,13499,678,72,48,291.76,68,-0.42,0
5269,20620.47,10.25,401.54,0,15527,594,72,48,401.54,68,-0.42,0
5270,23070.58,12.23,472.71,0,18071,651,72,36,472.71,68,-0.89,0
5271,12780.7,11.3,254.77,0,10192,615,72,48,254.77,68,-0.42,0
5272,13000.62,13.7,319.56,0,11090,592,60,42,319.56,55,-0.31,0
5273,16867.1,11.01,334.21,0,15800,674,72,36,334.21,68,-0.89,0
5274,20078.2,11.05,397.86,0,15875,657,72,24,397.86,68,-1.83,0
5275,19421.95,10.51,440.48,0,20700,614,60,39,440.48,56,-0.44,0
5276,30127.36,12.18,615.55,0,26821,680,72,42,615.55,68,-0.62,0
5277,18410.07,21,530.19,0,10650,598,60,37,530.19,54,-0.46,0
5278,22423.68,13.7,553.01,0,16042,606,60,36,553.01,55,-0.53,0
5279,9718.1,13.7,255.56,0,8300,617,60,42,255.56,50,-0.19,0
5280,21908.63,13.02,457.79,0,23675,628,72,48,457.79,68,-0.42,0
5281,19553.84,11.3,451.18,0,20080,629,60,42,451.18,56,-0.33,0
5282,22387.31,12.25,448.81,7,18609,640,72,48,448.81,70,-0.46,0
5283,30786.53,10,646.44,0,33909,531,65,36,646.44,61,-0.69,0
5284,11763.76,21,390.13,0,4725,537,48,33,390.13,43,-0.30,0
5285,13395.62,13.7,333.42,0,12120,640,60,36,333.42,54,-0.50,0
5286,20711.88,15.8,463.21,0,14864,690,72,24,463.21,68,-1.83,0
5287,12213.42,12.89,259.88,0,11707,727,72,48,259.88,66,-0.38,0
5288,10916.91,10,211.21,0,11336,688,72,72,211.21,68,0.06,0
5289,20301.1,10,386.84,0,16681,655,72,72,386.84,69,0.04,0
5290,10321.43,12.2,292,0,18516,663,48,72,292.00,44,0.39,0
5291,23852.5,12.2,488.53,0,16587,654,72,60,488.53,68,-0.13,0
5292,12877.78,12.2,364.33,0,10476,671,48,72,364.33,44,0.39,0
5293,20736.98,11.2,408.56,8,13316,582,72,72,408.56,69,0.04,0
5315,19605.42,13.7,484.76,0,20906,636,60,72,484.76,55,0.24,0
5316,7368.69,21,302.75,7,3425,466,36,72,302.75,32,0.56,0
5317,7872.61,21,250.79,47,2934,419,48,72,250.79,46,0.36,0
5318,18141.47,11.1,349.19,34,15400,698,72,72,349.19,71,0.01,0
5319,16750.66,11.72,338.41,0,13650,689,72,72,338.41,68,0.06,0
5320,27819.22,12.19,569.2,0,29640,631,72,72,569.20,68,0.06,0
5321,15891.13,13.7,334.08,11,10979,595,72,72,334.08,69,0.04,0
5322,15563.46,21,432.47,15,10925,570,60,53,432.47,57,-0.08,0
5323,32681.8,10.81,645.18,0,32926,632,72,72,645.18,68,0.06,0
5324,20824.51,10.53,408.24,0,16377,671,72,72,408.24,68,0.06,0
5325,12037.52,19.84,296.24,0,11784,643,72,72,296.24,68,0.06,0
5326,8872.82,21,249.47,0,4300,609,60,72,249.47,56,0.22,0
5327,17353.69,21,489.52,0,9575,502,60,72,489.52,56,0.22,0
5328,25581.9,12.2,595.52,6,18061,666,60,72,595.52,57,0.21,0
5329,44094.18,13.69,917.19,18,36267,606,72,72,917.19,70,0.03,0
5330,34332.93,21.2,908.89,0,33169,582,66,72,908.89,63,0.13,0
5331,24317.85,11.79,492.21,0,22675,608,72,72,492.21,68,0.06,0
5332,18882.4,13.09,383.5,35,17700,646,72,72,383.50,71,0.01,0
5333,10490.26,13.47,257.34,0,9425,682,60,72,257.34,55,0.24,0
5334,21335.75,13,445.71,0,19382,646,72,72,445.71,68,0.06,0
