LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,DaysPastDue,OriginalValue,CreditScore,Term,Mo_Term,Mo_Payment,Rem_Term,Seasoning,Bad
5335,19384.99,10.45,379.84,0,18175,659,72,72,379.84,68,0.06,0
5336,20675.84,11.07,433.89,1,20425,664,66,72,433.89,63,0.13,0
5337,14790.66,10.57,286.71,0,14100,637,72,72,286.71,69,0.04,0
5338,15973.95,15.26,352.81,0,18275,604,72,72,352.81,68,0.06,0
5339,16610.54,11.93,333.24,0,13276,609,72,60,333.24,69,-0.15,0
5340,12939.36,11.84,262.56,0,13819,626,72,72,262.56,68,0.06,0
5341,25690.53,15.22,556.84,0,21948,482,72,72,556.84,70,0.03,0
5342,29511,13.7,633.85,0,29420,695,72,72,633.85,67,0.07,0
5343,8549.53,21,326.3,69,4250,575,36,72,326.30,35,0.51,0
5344,33065.31,21.2,823.15,14,30069,591,72,72,823.15,71,0.01,0
5345,22004.14,13.01,483.7,0,17309,706,72,72,483.70,63,0.13,0
5346,13522.38,12.02,275.26,0,11879,0,72,72,275.26,68,0.06,0
5347,21857.03,11.61,449.52,0,23850,681,72,72,449.52,66,0.08,0
5348,20571.36,14.8,439.33,0,16225,666,72,72,439.33,70,0.03,0
5349,21619.32,11.62,441.08,0,17716,645,72,72,441.08,67,0.07,0
5350,16645.54,11,423.27,0,12920,658,52,72,423.27,49,0.32,0
5351,25071.62,12,511.52,0,19606,566,72,72,511.52,68,0.06,0
5352,19449.66,12,391.96,0,15411,510,72,72,391.96,69,0.04,0
5353,15241.53,11.2,309.68,0,9578,624,72,72,309.68,66,0.08,0
5354,12792.36,13.8,316.63,0,10350,658,66,72,316.63,55,0.24,0
5355,18223.52,13.7,387.06,0,13612,624,72,72,387.06,68,0.06,0
5356,23204.21,18,552.38,0,20027,552,72,72,552.38,67,0.07,0
5357,29895.83,12.19,591.38,25,30118,594,72,69,591.38,71,-0.03,0
5358,18756.77,12,376.36,0,14079,623,72,72,376.36,69,0.04,0
5359,22755.2,12.24,461.51,0,19837,629,72,72,461.51,69,0.04,0
5360,17048.71,21,487.06,0,9850,543,60,72,487.06,55,0.24,0
5361,20781.06,21,584.32,2,12725,532,60,72,584.32,56,0.22,0
5362,7792.87,13.7,186.52,0,7286,637,60,66,186.52,57,0.14,0
5363,10233.76,13.4,215.66,0,10850,626,72,72,215.66,68,0.06,0
5364,29968.21,10.72,595.94,0,23225,600,72,64,595.94,67,-0.05,0
5365,33531.91,10.7,647.56,0,24394,612,72,72,647.56,70,0.03,0
5366,23216.29,14.98,532.88,0,18875,648,72,72,532.88,63,0.13,0
5367,14323.58,11.78,327.67,0,13175,655,60,72,327.67,57,0.21,0
5368,17047.81,12.7,348.89,0,15584,598,72,72,348.89,69,0.04,0
5369,14231.47,11.3,328.7,0,17550,636,60,72,328.70,56,0.22,0
5370,19217.93,10.42,427.03,0,19342,685,60,73,427.03,57,0.22,0
5371,28432.8,10.88,652.97,0,22675,746,72,72,652.97,56,0.22,0
5372,18306.08,10.63,505.23,0,20000,589,48,72,505.23,44,0.39,0
5374,39684.15,12.79,812.43,0,48932,664,72,72,812.43,69,0.04,0
5375,18906.14,10,361.36,0,20162,649,72,72,361.36,69,0.04,0
5376,13979.11,21,384.71,10,10675,602,60,63,384.71,58,0.08,0
5377,15177.86,11.76,307.66,0,16041,587,72,72,307.66,68,0.06,0
5378,17874.88,11.09,351.34,0,14791,685,72,72,351.34,69,0.04,0
5379,11733.4,10.69,228.3,0,10090,622,72,73,228.30,69,0.05,0
5380,34685.91,12.71,711.15,0,38225,626,72,72,711.15,69,0.04,0
5381,24334.83,10,468.51,0,19437,648,72,72,468.51,68,0.06,0
5382,20851.03,13,500.62,0,18858,668,60,72,500.62,56,0.22,0
5383,8591.79,21,285.62,0,6250,609,48,72,285.62,43,0.40,0
5384,14894.58,21,409.13,42,9950,518,60,72,409.13,58,0.19,0
5385,14163.8,12.2,333.41,0,10681,683,60,72,333.41,56,0.22,0
5386,25806,21.2,646,0,23566,590,72,72,646.00,70,0.03,0
5387,15237.13,11.8,326.69,0,13775,609,72,72,326.69,63,0.13,0
5389,18158.81,11.11,388.2,0,18000,589,66,72,388.20,62,0.14,0
5390,14539.08,13.27,345.11,0,14500,675,60,72,345.11,57,0.21,0
5391,11916.39,15,275.15,0,12151,613,72,72,275.15,63,0.13,0
5392,16597.8,15,360.55,0,16020,518,72,72,360.55,69,0.04,0
5393,19876.21,13.28,407.25,19,17276,551,72,72,407.25,71,0.01,0
5394,7449.79,11.5,276.32,0,13551,723,60,72,276.32,31,0.57,0
5395,32450.79,10,635.55,0,21753,612,72,72,635.55,67,0.07,0
5396,26247.27,12.2,536.28,0,19828,683,72,72,536.28,68,0.06,0
5397,12294.79,13.23,271.3,0,11813,609,72,72,271.30,63,0.13,0
5398,15260.76,15.09,376.53,0,12825,664,60,72,376.53,57,0.21,0
5399,30359.32,11.53,604.3,0,31002,620,72,72,604.30,69,0.04,0
5400,12836.15,14.37,274.37,0,11748,583,72,72,274.37,69,0.04,0
5401,18960.9,11,372.44,0,15899,650,72,54,372.44,69,-0.28,0
5402,26834.29,12,537.98,18,22694,618,72,72,537.98,69,0.04,0
5403,12099,21,330.14,62,6475,628,60,72,330.14,59,0.18,0
5404,18677.89,13.7,409.81,2,17404,635,68,72,409.81,65,0.10,0
5413,18557.12,10.38,349.65,19,14899,615,72,72,349.65,71,0.01,0
5414,18722.3,10.89,366.45,0,15916,715,72,72,366.45,69,0.04,0
5415,22054.05,10.91,440.19,0,17124,658,72,64,440.19,67,-0.05,0
5416,20923.26,12,419.91,0,18940,690,72,72,419.91,69,0.04,0
5417,14297.04,21,405.77,0,10600,508,60,72,405.77,55,0.24,0
5418,18501,23,475.9,61,13621,568,72,72,475.90,72,0.00,0
5419,16225.27,21,459.4,0,6975,595,60,68,459.40,55,0.19,0
5420,31800.32,15.03,690.94,0,23475,652,72,72,690.94,69,0.04,0
5421,12703.37,11.75,254.57,0,13675,625,72,72,254.57,69,0.04,0
5422,27354.03,12,549.3,0,22871,563,72,72,549.30,69,0.04,0
5423,20180.75,12,406.81,0,16480,608,72,72,406.81,69,0.04,0
5424,17704.84,15,386.73,0,14640,585,72,72,386.73,68,0.06,0
5425,14731.14,21.2,484.5,0,10395,601,48,72,484.50,44,0.39,0
5426,14511.65,11.76,334.45,0,11725,719,60,72,334.45,57,0.21,0
5427,29871.92,10.82,583.78,0,23970,680,72,72,583.78,69,0.04,0
5428,12215.95,10.57,237.12,0,11412,737,72,72,237.12,69,0.04,0
5429,23174.1,13.7,549.88,0,18313,610,60,72,549.88,58,0.19,0
5430,22981.9,15.12,502.64,0,24300,624,72,72,502.64,69,0.04,0
5431,17907.91,14.21,381.58,0,15800,606,72,72,381.58,69,0.04,0
5432,17353.4,11.92,343.37,16,21975,652,72,72,343.37,71,0.01,0
5433,45226.35,12,921.98,0,34396,599,72,72,921.98,68,0.06,0
5434,13070.05,12,263.47,0,10620,601,72,72,263.47,69,0.04,0
5436,20169.34,13.7,421.19,0,16195,605,72,72,421.19,70,0.03,0
5437,13671.35,13.7,305.82,0,11273,641,66,72,305.82,63,0.13,0
5438,26234.53,15.08,568.97,0,24025,604,72,72,568.97,69,0.04,0
5439,7598.45,13.7,220.74,0,5603,577,48,72,220.74,44,0.39,0
5441,17469.85,21.46,442.02,0,17758,618,72,72,442.02,69,0.04,0
5442,17757.97,12,411.1,0,16839,611,60,72,411.10,57,0.21,0
5445,10200.07,10.55,199.74,0,8971,667,72,72,199.74,68,0.06,0
5446,23791.98,11.6,476.4,0,20770,601,72,72,476.40,69,0.04,0
5447,14963.04,12,263.09,0,12435,695,72,72,263.09,85,-0.18,0
5448,25918.65,10,496.62,0,20760,667,72,48,496.62,69,-0.44,0
5449,17482,21,503.07,118,15225,472,54,72,503.07,54,0.25,0
5450,10225.19,21,330.53,0,12450,648,48,72,330.53,45,0.38,0
5451,7564.05,21,302.06,0,6125,566,36,72,302.06,33,0.54,0
5452,17957.99,10,343.63,0,14398,619,72,72,343.63,69,0.04,0
5453,12575.55,10,277.8,0,9988,637,60,72,277.80,57,0.21,0
5454,14395.86,21,405.77,0,10825,626,60,72,405.77,56,0.22,0
5455,23080.76,11.46,458.14,0,19200,676,72,72,458.14,69,0.04,0
5456,27260.58,10.7,530.47,0,20075,683,72,60,530.47,69,-0.15,0
5457,15549.35,13.16,322.44,0,13694,580,72,72,322.44,69,0.04,0
5458,17175.13,14.8,371.5,0,14350,639,72,72,371.50,69,0.04,0
5459,23127.54,12.2,539.46,0,19855,762,60,66,539.46,57,0.14,0
5460,18280.74,13,375.39,0,14715,659,72,72,375.39,70,0.03,0
5461,17964.44,11.2,350.14,4,15556,663,72,72,350.14,70,0.03,0
5462,11198.79,10.12,214.84,0,12000,674,72,64,214.84,69,-0.08,0
5463,11802.15,21.78,333.45,7,10451,649,72,72,333.45,57,0.21,0
5464,14081,10.7,274.33,0,19885,672,72,72,274.33,69,0.04,0
5465,24142.15,12,488.47,0,18500,645,72,72,488.47,69,0.04,0
5466,21145.19,12.25,438.94,0,20271,634,72,72,438.94,67,0.07,0
5467,16862.74,15,366.64,0,14792,585,72,72,366.64,69,0.04,0
5468,17171.74,10,328.58,0,15065,668,72,72,328.58,69,0.04,0
5469,14473,21,448.16,88,2975,512,48,72,448.16,48,0.33,0
5470,44375.87,23,1162.66,0,40012,587,72,60,1162.66,69,-0.15,0
5471,10371.8,12.2,212.15,0,9740,700,72,48,212.15,68,-0.42,0
5472,9907,21,319.23,0,12025,589,48,48,319.23,45,0.06,0
5473,26595.48,10.6,598.35,0,25111,587,60,48,598.35,57,-0.19,0
5474,13570.15,12.02,273.52,0,15500,639,72,48,273.52,69,-0.44,0
5475,25621.94,12.98,529.33,0,21075,597,72,54,529.33,69,-0.28,0
5476,23627.79,10.1,453.15,0,33775,656,72,48,453.15,69,-0.44,0
5477,11340.69,11.5,230.26,0,12425,676,72,36,230.26,67,-0.86,0
5479,18939.74,11.1,397.88,0,19450,688,66,42,397.88,63,-0.50,0
5480,18647.18,15.3,410.5,0,17062,635,72,72,410.50,68,0.06,0
5481,25997.21,10,497.07,0,27234,578,72,63,497.07,69,-0.10,0
5482,6344.45,21,199.57,38,5325,567,48,72,199.57,47,0.35,0
5483,6213.92,21,250.76,0,4000,583,36,72,250.76,33,0.54,0
5484,45250.36,10.86,882.76,0,44075,596,72,72,882.76,69,0.04,0
5485,35992.22,11.49,722.1,0,28900,700,72,72,722.10,68,0.06,0
5486,7093.15,21,223,44,5950,579,48,60,223.00,47,0.22,0
5487,12645.44,21,408.74,0,10375,571,48,72,408.74,45,0.38,0
5488,21755.48,11.2,441.81,0,14500,629,72,72,441.81,66,0.08,0
5489,17500.7,13.12,358.18,1,16700,580,72,72,358.18,70,0.03,0
5490,16601.2,10.52,321.95,0,16475,662,72,72,321.95,69,0.04,0
5491,25742.51,12.88,530.43,0,42700,620,72,72,530.43,69,0.04,0
5492,11418.44,10.47,219.84,1,9307,676,72,72,219.84,69,0.04,0
5493,25840.22,10,494.45,0,25040,582,72,72,494.45,69,0.04,0
5494,24361.5,13.7,535.73,0,18831,553,72,60,535.73,65,-0.08,0
5495,18276.19,13.7,384.15,0,13237,554,72,72,384.15,69,0.04,0
5496,29934.41,13.7,719.47,0,25703,608,60,72,719.47,57,0.21,0
5497,22346.89,10,457.61,0,14029,713,66,72,457.61,63,0.13,0
5498,19098.87,11.52,439.23,0,16286,634,60,73,439.23,57,0.22,0
5499,17547.29,12.6,359.06,0,13200,645,72,72,359.06,69,0.04,0
5500,16139.42,13.15,329.02,2,15875,635,72,72,329.02,71,0.01,0
5501,22604.94,11.61,450.9,0,20200,643,72,72,450.90,69,0.04,0
5502,12616.68,11.25,287.21,0,11425,637,60,72,287.21,57,0.21,0
5503,21047.11,11.5,418.93,0,17613,628,72,72,418.93,69,0.04,0
5504,24693.98,10,472.9,0,33227,642,72,67,472.90,69,-0.03,0
5505,24883.55,12,495.23,0,20193,637,72,49,495.23,70,-0.43,0
5506,12851.35,13.7,270.21,0,11306,594,72,72,270.21,69,0.04,0
5507,14949,21,462.9,88,10075,493,48,72,462.90,48,0.33,0
5508,19364.68,13.7,405.85,0,15804,607,72,72,405.85,69,0.04,0
5509,26038.61,13.7,540.74,14,19754,598,72,72,540.74,70,0.03,0
5510,31129.81,13.7,654.25,0,25472,731,72,72,654.25,69,0.04,0
5511,10689.46,10.74,210.76,0,15400,728,72,72,210.76,68,0.06,0
5512,19705.41,10.35,380.37,0,14861,612,72,72,380.37,69,0.04,0
5513,25693.22,12.88,529.43,0,23926,688,72,72,529.43,69,0.04,0
5514,13827.28,13.7,331.65,0,9076,649,60,72,331.65,57,0.21,0
5515,27637.42,10.35,527.72,0,21410,698,72,72,527.72,70,0.03,0
5516,11441.54,11.3,223.94,4,11160,658,72,72,223.94,70,0.03,0
5517,12728.08,12.6,260.48,0,12089,605,72,72,260.48,69,0.04,0
5518,14249.11,10.57,319.37,0,11950,690,72,72,319.37,57,0.21,0
5519,15968.41,10.54,309.97,0,17274,654,72,72,309.97,69,0.04,0
5521,18742.22,13.09,383.74,0,17075,613,72,72,383.74,70,0.03,0
5522,18250.57,12,364.3,0,13974,622,72,72,364.30,70,0.03,0
5523,12088.55,13.7,254.06,0,11506,610,72,72,254.06,69,0.04,0
5524,16730.65,18,395.79,0,13466,571,72,72,395.79,68,0.06,0
5526,11312.01,10.11,217.13,0,12000,690,72,72,217.13,69,0.04,0
5527,15852.3,11.75,317.26,0,16499,612,72,72,317.26,69,0.04,0
5528,25035.35,11.78,501.75,0,19650,666,72,72,501.75,69,0.04,0
5529,18006.31,14.8,384.77,0,15605,678,72,72,384.77,70,0.03,0
5530,16046.49,13.7,384.71,0,12651,579,60,72,384.71,57,0.21,0
5531,25890.7,13.7,619.77,0,19929,612,60,72,619.77,57,0.21,0
5532,16388.23,13.7,340.19,0,13593,620,72,72,340.19,70,0.03,0
5533,13415.83,12.31,313.23,0,13129,603,60,72,313.23,57,0.21,0
5534,20929.85,11.48,408.63,0,22517,589,72,72,408.63,71,0.01,0
5535,21810.14,10.93,422.12,0,22325,628,72,72,422.12,70,0.03,0
5536,25798.6,10.97,500.3,0,23825,580,72,72,500.30,70,0.03,0
5537,20492.21,12,408.92,0,15696,625,72,72,408.92,70,0.03,0
5538,17774,13.7,381.42,0,17053,597,72,72,381.42,67,0.07,0
5539,15080,21,466.96,85,5556,543,48,60,466.96,48,0.20,0
5542,17654.5,13.7,365.95,7,12035,591,72,72,365.95,70,0.03,0
5543,25863.29,11.3,513.27,0,20344,658,72,72,513.27,69,0.04,0
5544,18409.81,11.2,359.39,0,19325,601,72,72,359.39,70,0.03,0
5545,32852.66,12.7,676.08,0,32750,606,72,72,676.08,69,0.04,0
5546,22413.46,11.69,507.65,0,19625,630,72,72,507.65,58,0.19,0
5547,28559.57,10.6,641.48,0,20314,698,60,72,641.48,57,0.21,0
5548,24817.87,11.5,487.99,0,21425,685,72,72,487.99,70,0.03,0
5549,13513.99,11.18,287.3,0,16125,630,72,72,287.30,62,0.14,0
5550,14380.61,15,310.15,0,11605,559,72,73,310.15,70,0.04,0
5551,20412.06,10.26,389.07,0,16634,622,72,72,389.07,70,0.03,0
5552,18591.45,12.3,373.55,0,15325,566,72,60,373.55,70,-0.17,0
5553,11441.9,12,228.33,0,11861,603,72,72,228.33,70,0.03,0
5554,10624.68,10.67,204.57,0,10753,629,72,72,204.57,70,0.03,0
5555,17195.08,13,347.05,18,13436,629,72,60,347.05,71,-0.18,0
5556,18068.33,13.7,380.6,0,13431,642,72,72,380.60,69,0.04,0
5557,8825.05,21,246.15,0,10625,529,60,72,246.15,57,0.21,0
5558,7891.64,21,220.66,0,6125,550,60,72,220.66,57,0.21,0
5559,5324,21,202.31,55,3150,561,36,72,202.31,36,0.50,0
5560,4280.74,21,168.15,0,2950,520,36,72,168.15,34,0.53,0
5561,6975,21,265.05,52,4650,546,36,72,265.05,36,0.50,0
5562,23828.35,10.1,451.88,0,30525,706,72,72,451.88,70,0.03,0
5563,29245.12,12.95,595.63,0,20058,642,72,72,595.63,70,0.03,0
5564,7077.51,21,193.39,18,4725,594,60,72,193.39,59,0.18,0
5574,11189.13,11.82,226.16,0,13950,604,72,72,226.16,68,0.06,0
5575,12125.36,13.3,250.23,0,14750,645,72,60,250.23,70,-0.17,0
5576,42894.52,10.26,817.15,0,44000,633,72,72,817.15,70,0.03,0
5577,17758.43,11.7,356.45,0,15720,711,72,72,356.45,69,0.04,0
5578,15991.46,10.54,306.83,0,18470,625,72,72,306.83,70,0.03,0
5579,10056.12,10,190.37,0,10503,641,72,72,190.37,70,0.03,0
5580,6501.06,21,204.26,23,5450,503,48,72,204.26,47,0.35,0
5581,1969.28,21,283.81,29,4725,551,48,72,283.81,7,0.90,0
5583,6572.65,21,215.5,0,4600,594,48,60,215.50,44,0.27,0
5584,18762.41,11.7,376.61,0,11648,638,72,48,376.61,69,-0.44,0
5585,19638.15,11.06,382.61,0,16725,652,72,42,382.61,70,-0.67,0
5586,16401.36,11,366.21,0,13915,563,60,36,366.21,58,-0.61,0
5587,22520.44,12,450.76,0,21095,570,72,25,450.76,70,-1.80,0
5588,15610.46,10.45,303.48,0,13659,613,72,40,303.48,69,-0.73,0
5589,12934.08,21,353.38,39,3500,454,60,48,353.38,59,-0.23,0
5590,14869.77,21,405.8,40,3150,578,60,48,405.80,59,-0.23,0
5591,18760.55,10.2,418.13,0,12283,626,60,54,418.13,57,-0.06,0
5592,13884.77,21.2,352.53,0,13608,611,72,48,352.53,68,-0.42,0
5593,7050.93,21,225.12,0,6175,667,48,42,225.12,46,-0.10,0
5594,10420.38,21,284.84,0,10500,592,60,48,284.84,59,-0.23,0
5595,18474.4,18,426.52,0,15060,587,72,48,426.52,70,-0.46,0
5596,15474.39,11.96,308.3,0,14950,625,72,36,308.30,70,-0.94,0
5598,20382.25,12,406.19,0,15965,691,72,72,406.19,70,0.03,0
5599,16011.72,13,328.61,0,15442,600,72,72,328.61,70,0.03,0
5600,4050,21,153.9,22,1839,533,36,72,153.90,36,0.50,0
5601,18487.7,23,491.53,0,12864,606,72,48,491.53,67,-0.40,0
5602,25276.56,12.2,511.91,0,17863,655,72,60,511.91,69,-0.15,0
5603,9418.88,21,258.05,0,11125,481,60,72,258.05,59,0.18,0
5604,10691,21,291.72,17,9400,589,60,72,291.72,59,0.18,0
5605,13541.7,10.87,262.26,0,12725,640,72,72,262.26,70,0.03,0
5606,32552.94,11.41,638.73,0,26134,679,72,72,638.73,70,0.03,0
5607,14904.28,10,282.14,0,13835,570,72,72,282.14,70,0.03,0
5608,17453.97,12,348.28,0,14488,602,72,72,348.28,70,0.03,0
5609,18151.2,13,373.07,0,13721,597,72,72,373.07,69,0.04,0
5610,13858.56,10,261.46,0,15731,638,72,72,261.46,70,0.03,0
5611,14861.16,21,405.8,39,10650,472,60,72,405.80,59,0.18,0
5612,8187.39,13.7,173.85,0,8007,588,72,72,173.85,68,0.06,0
5614,21936.11,21,611.35,0,16425,537,60,72,611.35,57,0.21,0
5615,2775,21,105.45,25,1850,481,36,73,105.45,36,0.51,0
5616,26410.13,18,615.18,0,22930,570,72,72,615.18,69,0.04,0
5617,29997.34,13.5,715.6,0,24167,782,60,72,715.60,57,0.21,0
5623,19385.79,12.6,417.97,0,17025,659,66,72,417.97,64,0.11,0
5624,16781.51,12.7,341.22,0,14486,695,72,72,341.22,70,0.03,0
5625,18060.77,12,360.63,0,17635,603,72,72,360.63,70,0.03,0
5626,14985.16,13.7,359.26,0,10896,568,60,72,359.26,57,0.21,0
5627,41739.82,13.7,879.96,0,32035,649,72,72,879.96,69,0.04,0
5629,19019.8,10.7,366.67,0,16453,642,72,72,366.67,70,0.03,0
5630,20787.59,13.04,440.8,0,17300,608,72,72,440.80,66,0.08,0
5631,27152.66,11.76,536.64,0,20389,644,72,72,536.64,70,0.03,0
5632,12220.87,10.1,253.05,0,12789,658,66,72,253.05,62,0.14,0
5633,31814.24,12.7,646.65,0,38000,603,72,72,646.65,70,0.03,0
5634,16621.88,10.43,319.41,0,17530,671,72,72,319.41,70,0.03,0
5635,36124.4,18,837.86,0,24592,634,72,72,837.86,70,0.03,0
5636,8160,21,254.86,12,6800,563,48,72,254.86,47,0.35,0
5637,6512.91,21,180.09,0,5500,521,60,72,180.09,58,0.19,0
5638,19026.58,12.8,383.53,11,25050,691,72,63,383.53,71,-0.13,0
5639,14167,11.09,278.79,0,15807,648,72,48,278.79,69,-0.44,0
5640,37450.63,23,962.74,19,37240,561,72,72,962.74,72,0.00,0
5641,49024.5,13.7,1161.41,0,39279,697,60,72,1161.41,58,0.19,0
5643,20034.2,11.2,390.07,2,16325,616,72,72,390.07,70,0.03,0
5644,22865.92,11.81,454.86,0,19006,643,72,72,454.86,70,0.03,0
5645,44867.72,10.86,885.04,0,43952,685,72,72,885.04,68,0.06,0
5646,17347.72,11.71,342.92,0,15150,617,72,72,342.92,70,0.03,0
5647,23679.62,11,458.92,0,20450,651,72,72,458.92,70,0.03,0
5648,4908.97,21,156.25,0,3725,521,48,72,156.25,46,0.36,0
5649,5587,21,174.49,9,3725,525,48,72,174.49,47,0.35,0
5650,15429.1,10.56,296.32,0,16100,632,72,72,296.32,70,0.03,0
5651,19707.84,11.66,389.84,0,16675,671,72,72,389.84,70,0.03,0
5652,34214.99,12.91,698.96,0,29509,613,72,72,698.96,70,0.03,0
5653,42697.56,12,851.99,0,34742,661,72,72,851.99,70,0.03,0
5654,19933.55,10,377.03,0,20803,643,72,72,377.03,70,0.03,0
5655,3842.56,21,147.87,24,2150,548,36,72,147.87,35,0.51,0
5656,38864.87,21.2,964.92,2,31797,569,72,72,964.92,71,0.01,0
5711,15968.91,12.7,329.09,0,15700,695,72,66,329.09,68,-0.03,0
5712,15539.27,10.93,301.47,0,13997,618,72,72,301.47,70,0.03,0
5713,27829.74,11.63,550.12,0,30789,593,72,72,550.12,70,0.03,0
5714,15577.38,13,319.22,0,11898,542,72,72,319.22,70,0.03,0
5715,36932.6,13.7,873.46,0,28750,640,60,72,873.46,58,0.19,0
5717,7065,21,192.78,32,7850,513,60,72,192.78,59,0.18,0
5718,3830.24,21,211.79,0,2325,516,24,72,211.79,22,0.69,0
5719,9563,21,298.68,37,8300,451,48,72,298.68,47,0.35,0
5721,20898.05,16.1,471.69,0,17203,605,72,72,471.69,68,0.06,0
5722,35504.36,11.6,701.08,0,33052,625,72,72,701.08,70,0.03,0
5723,18407.88,15.21,394.59,0,14342,647,72,72,394.59,71,0.01,0
5724,16373.46,11.5,382.46,15,12688,565,60,72,382.46,55,0.24,0
5725,21124.74,18,549.76,0,14668,625,60,72,549.76,58,0.19,0
5726,17258.13,12.6,349.3,0,13790,567,72,72,349.30,70,0.03,0
5727,21195.66,11.64,419.32,0,17727,643,72,72,419.32,70,0.03,0
5728,5099,21,139.13,5,3775,474,60,72,139.13,59,0.18,0
5730,20850.28,10.1,435.76,0,30464,666,72,72,435.76,61,0.15,0
5731,14566.37,21.2,403.14,0,12606,620,60,72,403.14,58,0.19,0
5732,20663.27,12.2,413.76,0,13338,654,72,72,413.76,70,0.03,0
5733,15144.8,13.19,307.1,0,11480,699,72,63,307.10,71,-0.13,0
5734,11140.49,13.35,230.12,0,12686,685,72,72,230.12,70,0.03,0
5735,19445.61,10.79,375.81,0,14775,650,72,72,375.81,70,0.03,0
5738,14213.33,10.1,288.34,0,14170,598,66,72,288.34,64,0.11,0
5739,14409.76,23,414.36,0,11548,560,60,72,414.36,58,0.19,0
5740,7124,21,270.71,27,4350,605,36,72,270.71,36,0.50,0
5741,29277.06,16.1,640.68,0,18409,591,72,72,640.68,71,0.01,0
5742,19346.19,11.07,376.62,0,18804,622,72,72,376.62,70,0.03,0
5743,15051.62,11.08,289.92,0,14175,665,72,60,289.92,71,-0.18,0
5744,18569.24,12,365.9,0,14275,658,72,72,365.90,71,0.01,0
5745,11241.79,13.7,234.55,0,7771,648,72,72,234.55,70,0.03,0
5746,41477.89,13.7,962.51,14,33010,662,60,72,962.51,60,0.17,0
5747,16886.45,21.2,422.47,0,13888,553,72,72,422.47,70,0.03,0
5748,23007.85,10.6,437.53,0,13002,643,72,72,437.53,71,0.01,0
5749,24411.38,13.7,564.24,53,16317,690,60,72,564.24,60,0.17,0
5750,29695.98,11.2,573.89,0,20223,624,72,72,573.89,71,0.01,0
5751,21967.6,16.45,485.16,0,29925,630,72,72,485.16,71,0.01,0
5752,15068.68,12.7,303.1,0,12699,633,72,72,303.10,71,0.01,0
5754,20727.81,15,442.81,0,16216,627,72,72,442.81,71,0.01,0
5755,20726.97,23,596.71,0,17466,578,60,72,596.71,58,0.19,0
5757,30942.06,10.1,628.48,0,19535,643,66,62,628.48,64,-0.03,0
5758,22860.81,11.7,476.1,0,13727,608,66,72,476.10,65,0.10,0
5760,15775.53,23,447.75,13,11363,563,60,72,447.75,59,0.18,0
5761,23640,12.86,477.13,0,17025,672,72,72,477.13,71,0.01,0
5762,26202.3,11.6,584.79,0,21620,656,60,72,584.79,59,0.18,0
5763,15499.03,18,360,0,13682,619,72,72,360.00,70,0.03,0
5764,19172.58,18,454.88,0,14896,611,72,72,454.88,67,0.07,0
5765,15501.11,15.7,336.62,0,14250,682,72,72,336.62,71,0.01,0
5766,24160.49,10,452.42,0,22769,640,72,72,452.42,71,0.01,0
5767,28581.7,10,537.71,0,36686,689,72,72,537.71,71,0.01,0
5768,21968.22,21.2,641.31,0,17315,625,68,72,641.31,53,0.26,0
5769,11371.43,13.7,236.42,0,7644,573,72,64,236.42,70,-0.09,0
5770,18680.19,12.2,374.64,0,13694,668,72,72,374.64,70,0.03,0
5773,27200.5,10.6,524.49,0,20069,662,72,72,524.49,70,0.03,0
5775,26931.25,12.6,539.71,0,16929,634,72,72,539.71,71,0.01,0
5777,15088.94,10.47,285.99,0,15325,632,72,72,285.99,71,0.01,0
5778,14604.36,10.35,275.94,0,27200,756,72,60,275.94,71,-0.18,0
5779,17437.77,13.12,354.44,0,14850,675,72,72,354.44,71,0.01,0
5780,19196.6,10.2,361.29,0,15668,675,72,54,361.29,71,-0.31,0
5781,25967.23,21.2,650.02,0,21262,615,72,72,650.02,70,0.03,0
5782,8084.05,18,210.04,0,5259,576,60,72,210.04,58,0.19,0
5784,15917.64,10.64,306.87,0,17025,636,72,72,306.87,70,0.03,0
5785,17802.39,10.5,338.07,0,14487,767,72,72,338.07,71,0.01,0
5786,20965.72,10.4,455.51,0,19025,679,60,72,455.51,59,0.18,0
5787,18284.42,16.51,411.13,0,15406,701,72,72,411.13,69,0.04,0
5788,30088.57,13,610.03,0,25117,605,72,72,610.03,71,0.01,0
5790,27199.52,13.7,567.44,0,23036,615,72,72,567.44,70,0.03,0
5791,17359.84,10.2,328.56,0,10833,729,72,48,328.56,70,-0.46,0
5792,14638,18,333.86,4,11393,579,72,72,333.86,72,0.00,0
5794,18602.94,15.02,428.46,0,18437,605,72,72,428.46,63,0.13,0
5795,19742.36,10,369.57,0,18350,632,72,73,369.57,71,0.03,0
5796,23234.78,12.7,531.6,0,23775,652,60,72,531.60,59,0.18,0
5797,16835.01,13.86,348.15,0,13825,608,72,72,348.15,71,0.01,0
5798,15925.5,11.75,312.31,0,12050,645,72,72,312.31,71,0.01,0
5799,22680.37,14.8,481.62,0,24346,683,72,72,481.62,71,0.01,0
5800,27388.09,12,617.56,0,30494,664,60,72,617.56,59,0.18,0
5801,19221.37,10,360.13,0,15882,655,72,72,360.13,71,0.01,0
5802,34131.93,13.7,717.52,0,29484,576,72,72,717.52,69,0.04,0
5803,28372.46,23,738.98,0,23211,594,72,72,738.98,70,0.03,0
5805,19364.33,12.2,388.23,0,14727,687,72,72,388.23,70,0.03,0
